cliente_id,gasto_previo,antiguedad_cliente,num_usuarios,recibio_premium,renovo
168,10034.80,6,4,1,1
169,10035.68,6,4,1,1
170,10037.16,6,4,1,1
171,10035.91,6,4,1,1
172,10040.48,6,4,1,1
173,10038.48,6,4,1,1
174,10045.26,6,4,1,1
175,10034.99,6,4,1,1
176,10040.69,6,4,1,1
177,10032.78,6,4,1,1
178,10031.75,6,4,1,1
179,10034.78,6,4,1,1
180,10035.66,6,4,1,1
181,10037.14,6,4,1,1
182,10035.89,6,4,1,1
183,10040.46,6,4,1,1
184,10038.46,6,4,1,1
185,10045.24,6,4,1,1
186,10034.97,6,4,1,1
187,10040.67,6,4,1,1
188,10032.76,6,4,1,1
189,10031.74,6,4,1,1
190,10034.76,6,4,1,1
191,10035.64,6,4,1,1
192,10037.12,6,4,1,1
193,10035.87,6,4,1,1
194,10040.44,6,4,1,1
195,10038.44,6,4,1,1
196,10045.22,6,4,1,1
197,10034.95,6,4,1,1
198,10040.65,6,4,1,1
199,10032.74,6,4,1,1
200,10031.72,6,4,1,1
201,10034.74,6,4,1,1
202,10035.62,6,4,1,1
203,10037.10,6,4,1,1
204,10035.85,6,4,1,1
205,10040.42,6,4,1,1
206,10038.42,6,4,1,1
207,10045.20,6,4,1,1
208,10034.93,6,4,1,1
209,10040.63,6,4,1,1
210,10032.72,6,4,1,1
211,10031.70,6,4,1,1
212,10034.72,6,4,1,1
213,10035.60,6,4,1,1
214,10037.08,6,4,1,1
215,10035.83,6,4,1,1
216,10040.40,6,4,1,1
217,10038.40,6,4,1,1
218,10045.18,6,4,1,1
219,10034.91,6,4,1,1
220,10040.61,6,4,1,1
221,10032.70,6,4,1,1
222,10031.68,6,4,1,1
223,10034.70,6,4,1,1
224,10035.58,6,4,1,1
225,10037.06,6,4,1,1
226,10035.81,6,4,1,1
227,10040.38,6,4,1,1
228,10038.38,6,4,1,1
229,10045.16,6,4,1,1
230,10034.89,6,4,1,1
231,10040.59,6,4,1,1
232,10032.68,6,4,1,1
233,10031.66,6,4,1,1
234,10034.68,6,4,1,1
235,10035.56,6,4,1,1
236,10037.04,6,4,1,1
237,10035.79,6,4,1,1
238,10040.36,6,4,1,1
239,10038.36,6,4,1,1
240,10045.14,6,4,1,1
241,10034.87,6,4,1,1
242,10040.57,6,4,1,1
243,10032.66,6,4,1,1
244,10031.64,6,4,1,1
245,10034.66,6,4,1,1
246,10035.54,6,4,1,1
247,10037.02,6,4,1,1
248,10035.77,6,4,1,1
249,10040.34,6,4,1,1
250,10038.34,6,4,1,1
251,10045.12,6,4,1,1
252,10034.85,6,4,1,1
253,10040.55,6,4,1,1
254,10032.64,6,4,1,1
255,10031.62,6,4,1,1
256,10034.64,6,4,1,1
257,10035.52,6,4,1,1
258,10037.00,6,4,1,1
259,10035.75,6,4,1,1
260,10040.32,6,4,1,1
261,10038.32,6,4,1,1
262,10045.10,6,4,1,1
263,10034.83,6,4,1,1
264,10040.53,6,4,1,1
265,10032.62,6,4,1,1
266,10031.60,6,4,1,1
267,10034.62,6,4,1,1
268,10035.50,6,4,1,1
269,10036.98,6,4,1,1
270,10035.73,6,4,1,1
271,10040.30,6,4,1,1
272,10038.30,6,4,1,1
273,10045.08,6,4,1,1
274,10034.81,6,4,1,1
275,10040.51,6,4,1,1
276,10032.60,6,4,1,1
277,10031.58,6,4,1,1
278,10034.60,6,4,1,1
279,10035.48,6,4,1,1
280,10036.96,6,4,1,1
281,10035.71,6,4,1,1
282,10040.28,6,4,1,1
283,10038.28,6,4,1,1
284,10045.06,6,4,1,1
285,10034.79,6,4,1,1
286,10040.49,6,4,1,1
287,10032.58,6,4,1,1
288,10031.56,6,4,1,1
289,10034.58,6,4,1,1
290,10035.46,6,4,1,1
291,10036.94,6,4,1,1
292,10035.69,6,4,1,1
293,10040.26,6,4,1,1
294,10038.26,6,4,1,1
295,10045.04,6,4,1,1
296,10034.77,6,4,1,1
297,10040.47,6,4,1,1
298,10032.56,6,4,1,1
299,10031.54,6,4,1,1
300,10034.56,6,4,1,1
301,10035.44,6,4,1,1
302,10036.92,6,4,1,1
303,10035.67,6,4,1,1
304,10040.24,6,4,1,1
305,10038.24,6,4,1,1
306,10045.02,6,4,1,1
307,10034.75,6,4,1,1
308,10040.45,6,4,1,1
309,10032.54,6,4,1,1
310,10031.52,6,4,1,1
311,10034.54,6,4,1,1
312,10035.42,6,4,1,1
313,10036.90,6,4,1,1
314,10035.65,6,4,1,1
315,10040.22,6,4,1,1
316,10038.22,6,4,1,1
317,10045.00,6,4,1,1
318,10034.73,6,4,1,1
319,10040.43,6,4,1,1
320,10032.52,6,4,1,1
321,10031.50,6,4,1,1
322,10034.52,6,4,1,1
323,10035.40,6,4,1,1
324,10036.88,6,4,1,1
325,10035.63,6,4,1,1
326,10040.20,6,4,1,1
327,10038.20,6,4,1,1
328,10044.98,6,4,1,1
329,10034.71,6,4,1,1
330,10040.41,6,4,1,1
331,10032.50,6,4,1,1
332,10031.48,6,4,1,1
333,10034.50,6,4,1,1
334,10035.38,6,4,1,1
335,10036.86,6,4,1,1
336,10035.61,6,4,1,1
337,10040.18,6,4,1,1
338,10038.18,6,4,1,1
339,10044.96,6,4,1,1
340,10034.69,6,4,1,1
341,10040.39,6,4,1,1
342,10032.48,6,4,1,1
343,10031.46,6,4,1,1
344,10034.48,6,4,1,1
345,10035.36,6,4,1,1
346,10036.84,6,4,1,1
347,10035.59,6,4,1,1
348,10040.16,6,4,1,1
349,10038.16,6,4,1,1
350,10044.94,6,4,1,1
351,10034.67,6,4,1,1
352,10040.37,6,4,1,1
353,10032.46,6,4,1,1
354,10031.44,6,4,1,1
355,10034.46,6,4,1,1
356,10035.34,6,4,1,1
357,10036.82,6,4,1,1
358,10035.57,6,4,1,1
359,10040.14,6,4,1,1
360,10038.14,6,4,1,1
361,10044.92,6,4,1,1
362,10034.65,6,4,1,1
363,10040.35,6,4,1,1
364,10032.44,6,4,1,1
365,10031.42,6,4,1,1
366,10034.44,6,4,1,1
367,10035.32,6,4,1,1
368,10036.80,6,4,1,1
369,10035.55,6,4,1,1
370,10040.12,6,4,1,1
371,10038.12,6,4,1,1
372,10044.90,6,4,1,1
373,10034.63,6,4,1,1
374,10040.33,6,4,1,1
375,10032.42,6,4,1,1
376,10031.40,6,4,1,1
377,10034.42,6,4,1,1
378,10035.30,6,4,1,1
379,10036.78,6,4,1,1
380,10035.53,6,4,1,1
381,10040.10,6,4,1,1
382,10038.10,6,4,1,1
383,10044.88,6,4,1,1
384,10034.61,6,4,1,1
385,10040.31,6,4,1,1
386,10032.40,6,4,1,1
387,10031.38,6,4,1,1
388,10034.40,6,4,1,1
389,10035.28,6,4,1,1
390,10036.76,6,4,1,1
391,10035.51,6,4,1,1
392,10040.08,6,4,1,1
393,10038.08,6,4,1,1
394,10044.86,6,4,1,1
395,10034.59,6,4,1,1
396,10040.29,6,4,1,1
397,10032.38,6,4,1,1
398,10031.36,6,4,1,1
399,10034.38,6,4,1,1
400,10035.26,6,4,1,1
401,10036.74,6,4,1,1
402,10035.49,6,4,1,1
403,10040.06,6,4,1,1
404,10038.06,6,4,1,1
405,10044.84,6,4,1,1
406,10034.57,6,4,1,1
407,10040.27,6,4,1,1
408,10032.36,6,4,1,1
409,10031.34,6,4,1,1
410,10034.36,6,4,1,1
411,10035.24,6,4,1,1
412,10036.72,6,4,1,1
413,10035.47,6,4,1,1
414,10040.04,6,4,1,1
415,10038.04,6,4,1,1
416,10044.82,6,4,1,1
417,10034.55,6,4,1,1
418,10040.25,6,4,1,1
419,10032.34,6,4,1,1
420,10031.32,6,4,1,1
421,10034.34,6,4,1,1
422,10035.22,6,4,1,1
423,10036.70,6,4,1,1
424,10035.45,6,4,1,1
425,10040.02,6,4,1,1
426,10038.02,6,4,1,1
427,10044.80,6,4,1,1
428,10034.53,6,4,1,1
429,10040.23,6,4,1,1
430,10032.32,6,4,1,1
431,10031.30,6,4,1,1
432,10034.32,6,4,1,1
433,10035.20,6,4,1,1
434,10036.68,6,4,1,1
435,10035.43,6,4,1,1
436,10040.00,6,4,1,1
437,10038.00,6,4,1,1
438,10044.78,6,4,1,1
439,10034.51,6,4,1,1
440,10040.21,6,4,1,1
441,10032.30,6,4,1,1
442,10031.28,6,4,1,1
443,10034.30,6,4,1,1
444,10035.18,6,4,1,1
445,10036.66,6,4,1,1
446,10035.41,6,4,1,1
447,10039.98,6,4,1,1
448,10037.98,6,4,1,1
449,10044.76,6,4,1,1
450,10034.49,6,4,1,1
451,10040.19,6,4,1,1
452,10032.28,6,4,1,1
453,10031.26,6,4,1,1
454,10034.28,6,4,1,1
455,10035.16,6,4,1,1
456,10036.64,6,4,1,1
457,10035.39,6,4,1,1
458,10039.96,6,4,1,1
459,10037.96,6,4,1,1
460,10044.74,6,4,1,1
461,10034.47,6,4,1,1
462,10040.17,6,4,1,1
463,10032.26,6,4,1,1
464,10031.24,6,4,1,1
465,10034.26,6,4,1,1
466,10035.14,6,4,1,1
467,10036.62,6,4,1,1
468,10035.37,6,4,1,1
469,10039.94,6,4,1,1
470,10037.94,6,4,1,1
471,10044.72,6,4,1,1
472,10034.45,6,4,1,1
473,10040.15,6,4,1,1
474,10032.24,6,4,1,1
475,10031.22,6,4,1,1
476,10034.24,6,4,1,1
477,10035.12,6,4,1,1
478,10036.60,6,4,1,1
479,10035.35,6,4,1,1
480,10039.92,6,4,1,1
481,10037.92,6,4,1,1
482,10044.70,6,4,1,1
483,10034.43,6,4,1,1
484,10040.13,6,4,1,1
485,10032.22,6,4,1,1
486,10031.20,6,4,1,1
487,10034.22,6,4,1,1
488,10035.10,6,4,1,1
489,10036.58,6,4,1,1
490,10035.33,6,4,1,1
491,10039.90,6,4,1,1
492,10037.90,6,4,1,1
493,10044.68,6,4,1,1
494,10034.41,6,4,1,1
495,10040.11,6,4,1,1
496,10032.20,6,4,1,1
497,10031.18,6,4,1,1
498,10034.20,6,4,1,1
499,10035.08,6,4,1,1
500,10036.56,6,4,1,1
501,10035.31,6,4,1,1
502,10039.88,6,4,1,1
503,10037.88,6,4,1,1
504,10044.66,6,4,1,1
505,10034.39,6,4,1,1
506,10040.09,6,4,1,1
507,10032.18,6,4,1,1
508,10031.16,6,4,1,1
509,10034.18,6,4,1,1
510,10035.06,6,4,1,1
511,10036.54,6,4,1,1
512,10035.29,6,4,1,1
513,10039.86,6,4,1,1
514,10037.86,6,4,1,1
515,10044.64,6,4,1,1
516,10034.37,6,4,1,1
517,10040.07,6,4,1,1
518,10032.16,6,4,1,1
519,10031.14,6,4,1,1
520,10034.16,6,4,1,1
521,10035.04,6,4,1,1
522,10036.52,6,4,1,1
523,10035.27,6,4,1,1
524,10039.84,6,4,1,1
525,10037.84,6,4,1,1
526,10044.62,6,4,1,1
527,10034.35,6,4,1,1
528,10040.05,6,4,1,1
529,10032.14,6,4,1,1
530,10031.12,6,4,1,1
531,10034.14,6,4,1,1
532,10035.02,6,4,1,1
533,10036.50,6,4,1,1
534,10035.25,6,4,1,1
535,10039.82,6,4,1,1
536,10037.82,6,4,1,1
537,10044.60,6,4,1,1
538,10034.33,6,4,1,1
539,10040.03,6,4,1,1
540,10032.12,6,4,1,1
541,10031.10,6,4,1,1
542,10034.12,6,4,1,1
543,10035.00,6,4,1,1
544,10036.48,6,4,1,1
545,10035.23,6,4,1,1
546,10039.80,6,4,1,1
547,10037.80,6,4,1,1
548,10044.58,6,4,1,1
549,10034.31,6,4,1,1
550,10040.01,6,4,1,1
551,10032.10,6,4,1,1
552,10031.08,6,4,1,1
553,10034.10,6,4,1,1
554,10034.98,6,4,1,1
555,10036.46,6,4,1,1
556,10035.21,6,4,1,1
557,10039.78,6,4,1,1
558,10037.78,6,4,1,1
559,10044.56,6,4,1,1
560,10034.29,6,4,1,1
561,10039.99,6,4,1,1
562,10032.08,6,4,1,1
563,10031.06,6,4,1,1
564,10034.08,6,4,1,1
565,10034.96,6,4,1,1
566,10036.44,6,4,1,1
567,10035.19,6,4,1,1
568,10039.76,6,4,1,1
569,10037.76,6,4,1,1
570,10044.54,6,4,1,1
571,10034.27,6,4,1,1
572,10039.97,6,4,1,1
573,10032.06,6,4,1,1
574,10031.04,6,4,1,1
575,10034.06,6,4,1,1
576,10034.94,6,4,1,1
577,10036.42,6,4,1,1
578,10035.17,6,4,1,1
579,10039.74,6,4,1,1
580,10037.74,6,4,1,1
581,10044.52,6,4,1,1
582,10034.25,6,4,1,1
583,10039.95,6,4,1,1
584,10032.04,6,4,1,1
585,10031.02,6,4,1,1
586,10034.04,6,4,1,1
587,10034.92,6,4,1,1
588,10036.40,6,4,1,1
589,10035.15,6,4,1,1
590,10039.72,6,4,1,1
591,10037.72,6,4,1,1
592,10044.50,6,4,1,1
593,10034.23,6,4,1,1
594,10039.93,6,4,1,1
595,10032.02,6,4,1,1
596,10031.00,6,4,1,1
597,10034.02,6,4,1,1
598,10034.90,6,4,1,1
599,10036.38,6,4,1,1
600,10035.13,6,4,1,1
601,10039.70,6,4,1,1
602,10037.70,6,4,1,1
603,10044.48,6,4,1,1
604,10034.21,6,4,1,1
605,10039.91,6,4,1,1
606,10032.00,6,4,1,1
607,10030.98,6,4,1,1
608,10034.00,6,4,1,1
609,10034.88,6,4,1,1
610,10036.36,6,4,1,1
611,10035.11,6,4,1,1
612,10039.68,6,4,1,1
613,10037.68,6,4,1,1
614,10044.46,6,4,1,1
615,10034.19,6,4,1,1
616,10039.89,6,4,1,1
617,10031.98,6,4,1,1
618,10030.96,6,4,1,1
619,10033.98,6,4,1,1
620,10034.86,6,4,1,1
621,10036.34,6,4,1,1
622,10035.09,6,4,1,1
623,10039.66,6,4,1,1
624,10037.66,6,4,1,1
625,10044.44,6,4,1,1
626,10034.17,6,4,1,1
627,10039.87,6,4,1,1
628,10031.96,6,4,1,1
629,10030.94,6,4,1,1
630,10033.96,6,4,1,1
631,10034.84,6,4,1,1
632,10036.32,6,4,1,1
633,10035.07,6,4,1,1
634,10039.64,6,4,1,1
635,10037.64,6,4,1,1
636,10044.42,6,4,1,1
637,10034.15,6,4,1,1
638,10039.85,6,4,1,1
639,10031.94,6,4,1,1
640,10030.92,6,4,1,1
641,10033.94,6,4,1,1
642,10034.82,6,4,1,1
643,10036.30,6,4,1,1
644,10035.05,6,4,1,1
645,10039.62,6,4,1,1
646,10037.62,6,4,1,1
647,10044.40,6,4,1,1
648,10034.13,6,4,1,1
649,10039.83,6,4,1,1
650,10031.92,6,4,1,1
651,10030.90,6,4,1,1
652,10033.92,6,4,1,1
653,10034.80,6,4,1,1
654,10036.28,6,4,1,1
655,10035.03,6,4,1,1
656,10039.60,6,4,1,1
657,10037.60,6,4,1,1
658,10044.38,6,4,1,1
659,10034.11,6,4,1,1
660,10039.81,6,4,1,1
661,10031.90,6,4,1,1
662,10030.88,6,4,1,1
663,10033.90,6,4,1,1
664,10034.78,6,4,1,1
665,10036.26,6,4,1,1
666,10035.01,6,4,1,1
667,10039.58,6,4,1,1
668,10037.58,6,4,1,1
669,10044.36,6,4,1,1
670,10034.09,6,4,1,1
671,10039.79,6,4,1,1
672,10031.88,6,4,1,1
673,10030.86,6,4,1,1
674,10033.88,6,4,1,1
675,10034.76,6,4,1,1
676,10036.24,6,4,1,1
677,10034.99,6,4,1,1
678,10039.56,6,4,1,1
679,10037.56,6,4,1,1
680,10044.34,6,4,1,1
681,10034.07,6,4,1,1
682,10039.77,6,4,1,1
683,10031.86,6,4,1,1
684,10030.84,6,4,1,1
685,10033.86,6,4,1,1
686,10034.74,6,4,1,1
687,10036.22,6,4,1,1
688,10034.97,6,4,1,1
689,10039.54,6,4,1,1
690,10037.54,6,4,1,1
691,10044.32,6,4,1,1
692,10034.05,6,4,1,1
693,10039.75,6,4,1,1
694,10031.84,6,4,1,1
695,10030.82,6,4,1,1
696,10033.84,6,4,1,1
697,10034.72,6,4,1,1
698,10036.20,6,4,1,1
699,10034.95,6,4,1,1
700,10039.52,6,4,1,1
701,10037.52,6,4,1,1
702,10044.30,6,4,1,1
703,10034.03,6,4,1,1
704,10039.73,6,4,1,1
705,10031.82,6,4,1,1
706,10030.80,6,4,1,1
707,10033.82,6,4,1,1
708,10034.70,6,4,1,1
709,10036.18,6,4,1,1
710,10034.93,6,4,1,1
711,10039.50,6,4,1,1
712,10037.50,6,4,1,1
713,10044.28,6,4,1,1
714,10034.01,6,4,1,1
715,10039.71,6,4,1,1
716,10031.80,6,4,1,1
717,10030.78,6,4,1,1
718,10033.80,6,4,1,1
719,10034.68,6,4,1,1
720,10036.16,6,4,1,1
721,10034.91,6,4,1,1
722,10039.48,6,4,1,1
723,10037.48,6,4,1,1
724,10044.26,6,4,1,1
725,10033.99,6,4,1,1
726,10039.69,6,4,1,1
727,10031.78,6,4,1,1
728,10030.76,6,4,1,1
729,10033.78,6,4,1,1
730,10034.66,6,4,1,1
731,10036.14,6,4,1,1
732,10034.89,6,4,1,1
733,10039.46,6,4,1,1
734,10037.46,6,4,1,1
735,10044.24,6,4,1,1
736,10033.97,6,4,1,1
737,10039.67,6,4,1,1
738,10031.76,6,4,1,1
739,10030.74,6,4,1,1
740,10033.76,6,4,1,1
741,10034.64,6,4,1,1
742,10036.12,6,4,1,1
743,10034.87,6,4,1,1
744,10039.44,6,4,1,1
745,10037.44,6,4,1,1
746,10044.22,6,4,1,1
747,10033.95,6,4,1,1
748,10039.65,6,4,1,1
749,10031.74,6,4,1,1
750,10030.72,6,4,1,1
751,10033.74,6,4,1,1
752,10034.62,6,4,1,1
753,10036.10,6,4,1,1
754,10034.85,6,4,1,1
755,10039.42,6,4,1,1
756,10037.42,6,4,1,1
757,10044.20,6,4,1,1
758,10033.93,6,4,1,1
759,10039.63,6,4,1,1
760,10031.72,6,4,1,1
761,10030.70,6,4,1,1
762,10033.72,6,4,1,1
763,10034.60,6,4,1,1
764,10036.08,6,4,1,1
765,10034.83,6,4,1,1
766,10039.40,6,4,1,1
767,10037.40,6,4,1,1
768,10044.18,6,4,1,1
769,10033.91,6,4,1,1
770,10039.61,6,4,1,1
771,10031.70,6,4,1,1
772,10030.68,6,4,1,1
773,10033.70,6,4,1,1
774,10034.58,6,4,1,1
775,10036.06,6,4,1,1
776,10034.81,6,4,1,1
777,10039.38,6,4,1,1
778,10037.38,6,4,1,1
779,10044.16,6,4,1,1
780,10033.89,6,4,1,1
781,10039.59,6,4,1,1
782,10031.68,6,4,1,1
783,10030.66,6,4,1,1
784,10033.68,6,4,1,1
785,10034.56,6,4,1,1
786,10036.04,6,4,1,1
787,10034.79,6,4,1,1
788,10039.36,6,4,1,1
789,10037.36,6,4,1,1
790,10044.14,6,4,1,1
791,10033.87,6,4,1,1
792,10039.57,6,4,1,1
793,10031.66,6,4,1,1
794,10030.64,6,4,1,1
795,10033.66,6,4,1,1
796,10034.54,6,4,1,1
797,10036.02,6,4,1,1
798,10034.77,6,4,1,1
799,10039.34,6,4,1,1
800,10037.34,6,4,1,1
801,10044.12,6,4,1,1
802,10033.85,6,4,1,1
803,10039.55,6,4,1,1
804,10031.64,6,4,1,1
805,10030.62,6,4,1,1
806,10033.64,6,4,1,1
807,10034.52,6,4,1,1
808,10036.00,6,4,1,1
809,10034.75,6,4,1,1
810,10039.32,6,4,1,1
811,10037.32,6,4,1,1
812,10044.10,6,4,1,1
813,10033.83,6,4,1,1
814,10039.53,6,4,1,1
815,10031.62,6,4,1,1
816,10030.60,6,4,1,1
817,10033.62,6,4,1,1
818,10034.50,6,4,1,1
819,10035.98,6,4,1,1
820,10034.73,6,4,1,1
821,10039.30,6,4,1,1
822,10037.30,6,4,1,1
823,10044.08,6,4,1,1
824,10033.81,6,4,1,1
825,10039.51,6,4,1,1
826,10031.60,6,4,1,1
827,10030.58,6,4,1,1
828,10033.60,6,4,1,1
829,10034.48,6,4,1,1
830,10035.96,6,4,1,1
831,10034.71,6,4,1,1
832,10039.28,6,4,1,1
833,10037.28,6,4,1,1
834,10044.06,6,4,1,1
835,10033.79,6,4,1,1
836,10039.49,6,4,1,1
837,10031.58,6,4,1,1
838,10030.56,6,4,1,1
839,10033.58,6,4,1,1
840,10034.46,6,4,1,1
841,10035.94,6,4,1,1
842,10034.69,6,4,1,1
843,10039.26,6,4,1,1
844,10037.26,6,4,1,1
845,10044.04,6,4,1,1
846,10033.77,6,4,1,1
847,10039.47,6,4,1,1
848,10031.56,6,4,1,1
849,10030.54,6,4,1,1
850,10033.56,6,4,1,1
851,10034.44,6,4,1,1
852,10035.92,6,4,1,1
853,10034.67,6,4,1,1
854,10039.24,6,4,1,1
855,10037.24,6,4,1,1
856,10044.02,6,4,1,1
857,10033.75,6,4,1,1
858,10039.45,6,4,1,1
859,10031.54,6,4,1,1
860,10030.52,6,4,1,1
861,10033.54,6,4,1,1
862,10034.42,6,4,1,1
863,10035.90,6,4,1,1
864,10034.65,6,4,1,1
865,10039.22,6,4,1,1
866,10037.22,6,4,1,1
867,10044.00,6,4,1,1
868,10033.73,6,4,1,1
869,10039.43,6,4,1,1
870,10031.52,6,4,1,1
871,10030.50,6,4,1,1
872,10033.52,6,4,1,1
873,10034.40,6,4,1,1
874,10035.88,6,4,1,1
875,10034.63,6,4,1,1
876,10039.20,6,4,1,1
877,10037.20,6,4,1,1
878,10043.98,6,4,1,1
879,10033.71,6,4,1,1
880,10039.41,6,4,1,1
881,10031.50,6,4,1,1
882,10030.48,6,4,1,1
883,10033.50,6,4,1,1
884,10034.38,6,4,1,1
885,10035.86,6,4,1,1
886,10034.61,6,4,1,1
887,10039.18,6,4,1,1
888,10037.18,6,4,1,1
889,10043.96,6,4,1,1
890,10033.69,6,4,1,1
891,10039.39,6,4,1,1
892,10031.48,6,4,1,1
893,10030.46,6,4,1,1
894,10033.48,6,4,1,1
895,10034.36,6,4,1,1
896,10035.84,6,4,1,1
897,10034.59,6,4,1,1
898,10039.16,6,4,1,1
899,10037.16,6,4,1,1
900,10043.94,6,4,1,1
901,10033.67,6,4,1,1
902,10039.37,6,4,1,1
903,10031.46,6,4,1,1
904,10030.44,6,4,1,1
905,10033.46,6,4,1,1
906,10034.34,6,4,1,1
907,10035.82,6,4,1,1
908,10034.57,6,4,1,1
909,10039.14,6,4,1,1
910,10037.14,6,4,1,1
911,10043.92,6,4,1,1
912,10033.65,6,4,1,1
913,10039.35,6,4,1,1
914,10031.44,6,4,1,1
915,10030.42,6,4,1,1
916,10033.44,6,4,1,1
917,10034.32,6,4,1,1
918,10035.80,6,4,1,1
919,10034.55,6,4,1,1
920,10039.12,6,4,1,1
921,10037.12,6,4,1,1
922,10043.90,6,4,1,1
923,10033.63,6,4,1,1
924,10039.33,6,4,1,1
925,10031.42,6,4,1,1
926,10030.40,6,4,1,1
